Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Education_Encoded,Marital_Divorced,Marital_Partner,Marital_Single,Marital_Widow,Enrollment_Days,Total_Spend,Total_Dependents
0.28894655376703077,-0.8249389310023053,-0.9306153374338164,0.30685571899431946,0.34873830847686393,1.4076388988544843,2.5098012489886266,-0.5524292136126103,0.6928645939696432,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,1,1.0168681723316564,1,False,False,True,False,1.5297928936300083,1.6801762967900862,-1.2643075685916398
-0.2620030035900567,1.0326274836212141,0.905974154624448,-0.3839712923541486,-0.16869955333751413,-1.1109212343039963,-0.5689698777804757,-1.1677376677285736,-0.13142124381493916,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,1.2732638910206036,1,False,False,True,False,-1.1911428188072186,-0.962202397164591,1.3951390197158926
0.9184230066572083,-0.8249389310023053,-0.9306153374338164,-0.7984674991632295,-0.6861374151518922,1.4076388988544843,-0.2268841970283532,1.2934961487352796,-0.5435641627072303,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,0.3331462558277972,1,False,True,False,False,-0.2066588064890219,0.28254077376122866,-1.2643075685916398
-1.1821831274513344,1.0326274836212141,-0.9306153374338164,-0.7984674991632295,-0.16869955333751413,-0.7511269295670705,-0.9110555585325981,-0.5524292136126103,0.280721675077352,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-1.2906932958688682,1,False,True,False,False,-1.0625167669465496,-0.9189936889615585,0.0654157255621263
0.2961872847650254,1.0326274836212141,-0.9306153374338164,1.5503443394215621,1.38361403210562,0.32825598464370687,0.11520148372376927,0.06287924050335303,-0.13142124381493916,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-1.034297577179921,2,False,True,False,False,-0.9536793384490606,-0.3057624071569825,0.0654157255621263
0.4933220254846209,-0.8249389310023053,0.905974154624448,-1.1438810048374635,-0.16869955333751413,0.6880502893806327,0.45728716447589174,1.2934961487352796,0.280721675077352,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,0.16221577670183246,2,False,True,False,False,-0.3006547674641261,0.18282837021576914,0.0654157255621263
0.17202042674780152,-0.8249389310023053,0.905974154624448,-0.5221366946238423,0.8661761702912419,1.0478445941175585,0.11520148372376927,0.3705334675613347,0.280721675077352,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-0.17964518155009707,1,True,False,False,False,1.1834919847743612,-0.026567677229695844,0.0654157255621263
-0.8641515362619964,1.0326274836212141,-0.9306153374338164,-0.5912193957586891,-0.16869955333751413,-0.031538320093218906,-0.9110555585325981,-0.5524292136126103,1.1050075128619343,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-1.3761585354318504,2,False,True,False,False,0.3127925567944487,-0.7262163754403368,0.0654157255621263
-1.009106299402495,1.0326274836212141,-0.9306153374338164,-1.0402569531351933,-0.6861374151518922,-0.3913326248301447,-0.9110555585325981,-1.1677376677285736,1.5171504317542255,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,1,-0.43604090023904424,2,False,True,False,False,0.1693250374113949,-0.9306268027085288,0.0654157255621263
-2.163091962908696,1.0326274836212141,0.905974154624448,0.6522692246685535,-0.6861374151518922,-1.1109212343039963,-0.9110555585325981,-1.7830461218445368,6.050722539569428,3.566201257787191,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,1.615124849272533,2,False,True,False,False,-1.2158785980111932,-0.9256411825312558,1.3951390197158926
-0.026679246155231505,1.0326274836212141,-0.9306153374338164,-1.3165877576745806,-0.6861374151518922,-1.1109212343039963,-0.9110555585325981,-1.1677376677285736,0.6928645939696432,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-1.2052280563058857,1,False,True,False,False,-0.6321142087973883,-0.9754973843039856,0.0654157255621263
-2.076576906081044,-0.8249389310023053,-0.9306153374338164,0.34139706956174287,-0.6861374151518922,-0.7511269295670705,-0.9110555585325981,-0.860083440670592,1.1050075128619343,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-0.606971379365009,0,False,True,False,False,1.1834919847743612,-0.9056987018221639,-1.2643075685916398
0.5176135101230545,-0.8249389310023053,-0.9306153374338164,1.1358481326124812,-0.6861374151518922,-0.3913326248301447,0.45728716447589174,0.6781876946193164,-1.3678500004918126,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,0.8459376932056916,1,True,False,False,False,-0.6321142087973883,0.8243114996915587,-1.2643075685916398
0.34575125630613696,1.0326274836212141,0.905974154624448,0.13414896615720245,0.34873830847686393,0.6880502893806327,-0.5689698777804757,-0.24477498655462862,0.280721675077352,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,1.4441943701465683,2,True,False,False,False,-0.6321142087973883,-0.49189222710850694,1.3951390197158926
-1.6177014183823268,-0.8249389310023053,-0.9306153374338164,-0.3839712923541486,-0.6861374151518922,-1.1109212343039963,-0.9110555585325981,-0.860083440670592,1.1050075128619343,-0.28041042210290024,-0.2841044199080856,-0.27948154232004163,-0.2623616816679757,-0.11661592818028352,-0.0950014250320633,0,-1.5470890145578151,1,False,True,False,False,1.3516952833613898,-0.9306268027085288,-1.2643075685916398
